,Survived,Pclass,Sex,Fare,Embarked,Deck,Age_cat,Tickets,is_crew,mean_fares,Title,Family,Family_classif,Age_gender
261,1,3,male,3.4464097244837033,S,N,Child,D,0,2.396079697380563,Master.,7,High,male_Child
262,0,1,male,4.3776420363560575,S,E,Adult,D,0,4.078828900431776,Mr.,3,Moderate,male_Adult
263,0,1,male,0.0,S,B,Adult,D,1,4.078828900431776,Mr.,1,Little,male_Adult
264,0,3,female,2.0476928433652555,Q,N,Adult,D,0,2.396079697380563,Miss.,1,Little,female_Adult
265,0,2,male,2.3513752571634776,S,N,Adult,C,0,2.8310588265196923,Mr.,1,Little,male_Adult
266,0,3,male,3.6810362766529106,S,N,Teen,D,0,2.396079697380563,Mr.,6,High,male_Teen
267,1,3,male,2.0509134580652977,S,N,Adult,D,0,2.396079697380563,Mr.,2,Little,male_Adult
268,1,1,female,5.033456237506958,S,C,Adult,P,0,4.078828900431776,Mrs.,2,Little,female_Adult
269,1,1,female,4.909954920578875,S,C,Adult,P,0,4.078828900431776,Miss.,1,Little,female_Adult
270,0,1,male,3.4339872044851463,S,N,Adult,D,0,4.078828900431776,Mr.,1,Little,male_Adult
271,1,3,male,0.0,S,N,Adult,L,1,2.396079697380563,Mr.,1,Little,male_Adult
272,1,2,female,2.970414465569701,S,N,Adult,D,0,2.8310588265196923,Mrs.,2,Little,female_Adult
273,0,1,male,3.391147045808654,C,C,Adult,P,0,4.078828900431776,Mr.,2,Little,male_Adult
274,1,3,female,2.0476928433652555,Q,N,Adult,D,0,2.396079697380563,Miss.,1,Little,female_Adult
275,1,1,female,4.356174068347218,S,D,Adult,D,0,4.078828900431776,Miss.,2,Little,female_Adult
276,0,3,female,2.0476928433652555,S,N,Adult,D,0,2.396079697380563,Miss.,1,Little,female_Adult
277,0,2,male,0.0,S,N,Adult,D,1,2.8310588265196923,Mr.,1,Little,male_Adult
278,0,3,male,3.371596911885865,Q,N,Child,D,0,2.396079697380563,Master.,6,High,male_Child
279,1,3,female,3.0081547935525483,S,N,Adult,C,0,2.396079697380563,Mrs.,3,Moderate,female_Adult
280,0,3,male,2.0476928433652555,Q,N,Adult,D,0,2.396079697380563,Mr.,1,Little,male_Adult
281,0,3,male,2.061048420562944,S,N,Adult,D,0,2.396079697380563,Mr.,1,Little,male_Adult
282,0,3,male,2.2512917986064953,S,N,Teen,D,0,2.396079697380563,Mr.,1,Little,male_Teen
283,1,3,male,2.0856720914304723,S,N,Teen,A,0,2.396079697380563,Mr.,1,Little,male_Teen
284,0,1,male,3.258096538021482,S,A,Adult,D,0,4.078828900431776,Mr.,1,Little,male_Adult
285,0,3,male,2.1590033645160216,C,N,Adult,D,0,2.396079697380563,Mr.,1,Little,male_Adult
286,1,3,male,2.2512917986064953,S,N,Adult,D,0,2.396079697380563,Mr.,1,Little,male_Adult
287,0,3,male,2.0663309725297405,S,N,Adult,D,0,2.396079697380563,Mr.,1,Little,male_Adult
288,1,2,male,2.5649493574615367,S,N,Adult,D,0,2.8310588265196923,Mr.,1,Little,male_Adult
289,1,3,female,2.0476928433652555,Q,N,Adult,D,0,2.396079697380563,Miss.,1,Little,female_Adult
290,1,1,female,4.367547313409047,S,N,Adult,D,0,4.078828900431776,Miss.,1,Little,female_Adult
291,1,1,female,4.51172945766992,C,B,Teen,D,0,4.078828900431776,Mrs.,2,Little,female_Teen
292,0,2,male,2.5552874465497997,C,D,Adult,S,0,2.8310588265196923,Mr.,1,Little,male_Adult
293,0,3,female,2.180417459019838,S,N,Adult,D,0,2.396079697380563,Miss.,1,Little,female_Adult
294,0,3,male,2.0663309725297405,S,N,Adult,D,0,2.396079697380563,Mr.,1,Little,male_Adult
295,0,1,male,3.32218303393412,C,N,Adult,P,0,4.078828900431776,Mr.,1,Little,male_Adult
296,0,3,male,1.9781283799793465,C,N,Adult,D,0,2.396079697380563,Mr.,1,Little,male_Adult
297,0,1,female,5.020915603503812,S,C,Child,D,0,4.078828900431776,Miss.,4,Moderate,female_Child
298,1,1,male,3.417726683613366,S,C,Adult,D,0,4.078828900431776,Mr.,1,Little,male_Adult
299,1,1,female,5.5114946188815885,C,B,Adult,P,0,4.078828900431776,Mrs.,2,Little,female_Adult
300,1,3,female,2.0476928433652555,Q,N,Adult,D,0,2.396079697380563,Miss.,1,Little,female_Adult
301,1,3,male,3.1463051320333655,Q,N,Adult,D,0,2.396079697380563,Mr.,3,Moderate,male_Adult
302,0,3,male,0.0,S,N,Teen,L,1,2.396079697380563,Mr.,1,Little,male_Teen
303,1,2,female,2.513656063073986,Q,E,Adult,D,0,2.8310588265196923,Miss.,1,Little,female_Adult
304,0,3,male,2.0856720914304723,S,N,Adult,A,0,2.396079697380563,Mr.,1,Little,male_Adult
305,1,1,male,5.020915603503812,S,C,Child,D,0,4.078828900431776,Master.,4,Moderate,male_Child
306,1,1,female,4.708478296903478,C,N,Adult,D,0,4.078828900431776,Miss.,1,Little,female_Adult
307,1,1,female,4.690430029938915,C,C,Teen,P,0,4.078828900431776,Mrs.,2,Little,female_Teen
308,0,2,male,3.1780538303479458,C,N,Adult,P,0,2.8310588265196923,Mr.,2,Little,male_Adult
309,1,1,female,4.041808390519271,C,E,Adult,P,0,4.078828900431776,Miss.,1,Little,female_Adult
310,1,1,female,4.4207460202604185,C,C,Adult,D,0,4.078828900431776,Miss.,1,Little,female_Adult
311,1,1,female,5.569774778140797,C,B,Teen,P,0,4.078828900431776,Miss.,5,Moderate,female_Teen
312,0,2,female,3.258096538021482,S,N,Adult,D,0,2.8310588265196923,Mrs.,3,Moderate,female_Adult
313,0,3,male,2.0663309725297405,S,N,Adult,D,0,2.396079697380563,Mr.,1,Little,male_Adult
314,0,2,male,3.2676659890376327,S,N,Adult,F,0,2.8310588265196923,Mr.,3,Moderate,male_Adult
315,1,3,female,2.061048420562944,S,N,Adult,D,0,2.396079697380563,Miss.,1,Little,female_Adult
316,1,2,female,3.258096538021482,S,N,Adult,D,0,2.8310588265196923,Mrs.,2,Little,female_Adult
317,0,2,male,2.6390573296152584,S,N,Adult,D,0,2.8310588265196923,Others,1,Little,male_Adult
318,1,1,female,5.1051372686027685,S,C,Adult,D,0,4.078828900431776,Miss.,3,Moderate,female_Adult
319,1,1,female,4.901564199041894,C,E,Adult,D,0,4.078828900431776,Mrs.,3,Moderate,female_Adult
320,0,3,male,1.9810014688665833,S,N,Adult,A,0,2.396079697380563,Mr.,1,Little,male_Adult
321,0,3,male,2.0663309725297405,S,N,Adult,D,0,2.396079697380563,Mr.,1,Little,male_Adult
322,1,2,female,2.513656063073986,Q,N,Adult,D,0,2.8310588265196923,Miss.,1,Little,female_Adult
323,1,2,female,3.367295829986474,S,N,Adult,D,0,2.8310588265196923,Mrs.,3,Moderate,female_Adult
324,0,3,male,4.242045918369452,S,N,Adult,C,0,2.396079697380563,Mr.,11,High,male_Adult
325,1,1,female,4.909954920578875,C,C,Adult,P,0,4.078828900431776,Miss.,1,Little,female_Adult
326,0,3,male,1.830579461077637,S,N,Adult,D,0,2.396079697380563,Mr.,1,Little,male_Adult
327,1,2,female,2.5649493574615367,S,D,Adult,D,0,2.8310588265196923,Mrs.,1,Little,female_Adult
328,1,3,female,3.021643655338492,S,N,Adult,D,0,2.396079697380563,Mrs.,3,Moderate,female_Adult
329,1,1,female,4.0600843255369865,C,B,Teen,D,0,4.078828900431776,Miss.,2,Little,female_Teen
330,1,3,female,3.1463051320333655,Q,N,Adult,D,0,2.396079697380563,Miss.,3,Moderate,female_Adult
331,0,1,male,3.349904087274605,S,C,Adult,D,0,4.078828900431776,Mr.,1,Little,male_Adult
332,0,1,male,5.033456237506958,S,C,Adult,P,0,4.078828900431776,Mr.,2,Little,male_Adult
333,0,3,male,2.8903717578961645,S,N,Teen,D,0,2.396079697380563,Mr.,3,Moderate,male_Teen
334,1,1,female,4.895224442584928,S,N,Adult,P,0,4.078828900431776,Mrs.,2,Little,female_Adult
335,0,3,male,2.0663309725297405,S,N,Adult,D,0,2.396079697380563,Mr.,1,Little,male_Adult
336,0,1,male,4.198704577546343,S,C,Adult,D,0,4.078828900431776,Mr.,2,Little,male_Adult
337,1,1,female,4.901564199041894,C,E,Adult,D,0,4.078828900431776,Miss.,1,Little,female_Adult
338,1,3,male,2.0856720914304723,S,N,Adult,D,0,2.396079697380563,Mr.,1,Little,male_Adult
339,0,1,male,3.56953269648137,S,G,Adult,D,0,4.078828900431776,Mr.,1,Little,male_Adult
340,1,2,male,3.258096538021482,S,F,Child,D,0,2.8310588265196923,Master.,3,Moderate,male_Child
341,1,1,female,5.572154032177765,S,C,Adult,D,0,4.078828900431776,Miss.,6,High,female_Adult
342,0,2,male,2.5649493574615367,S,N,Adult,D,0,2.8310588265196923,Mr.,1,Little,male_Adult
343,0,2,male,2.5649493574615367,S,N,Adult,D,0,2.8310588265196923,Mr.,1,Little,male_Adult
344,0,2,male,2.5649493574615367,S,N,Adult,D,0,2.8310588265196923,Mr.,1,Little,male_Adult
345,1,2,female,2.5649493574615367,S,F,Adult,D,0,2.8310588265196923,Miss.,1,Little,female_Adult
346,1,2,female,2.5649493574615367,S,N,Adult,D,0,2.8310588265196923,Miss.,1,Little,female_Adult
347,1,3,female,2.7788192719904172,S,N,Adult,D,0,2.396079697380563,Mrs.,2,Little,female_Adult
348,1,3,male,2.766319109226186,S,N,Child,C,0,2.396079697380563,Master.,3,Moderate,male_Child
349,0,3,male,2.1590033645160216,S,N,Adult,D,0,2.396079697380563,Mr.,1,Little,male_Adult
350,0,3,male,2.221917189926591,S,N,Adult,D,0,2.396079697380563,Mr.,1,Little,male_Adult
351,0,1,male,3.5553480614894135,S,C,Adult,D,0,4.078828900431776,Mr.,1,Little,male_Adult
352,0,3,male,1.9781283799793465,C,N,Teen,D,0,2.396079697380563,Mr.,3,Moderate,male_Teen
353,0,3,male,2.8791984572980396,S,N,Adult,D,0,2.396079697380563,Mr.,2,Little,male_Adult
354,0,3,male,1.9775472339984959,C,N,Adult,D,0,2.396079697380563,Mr.,1,Little,male_Adult
355,0,3,male,2.2512917986064953,S,N,Adult,D,0,2.396079697380563,Mr.,1,Little,male_Adult
356,1,1,female,4.007333185232471,S,E,Adult,D,0,4.078828900431776,Miss.,2,Little,female_Adult
357,0,2,female,2.5649493574615367,S,N,Adult,D,0,2.8310588265196923,Miss.,1,Little,female_Adult
358,1,3,female,2.0642263758733557,Q,N,Adult,D,0,2.396079697380563,Miss.,1,Little,female_Adult
359,1,3,female,2.0642263758733557,Q,N,Adult,D,0,2.396079697380563,Miss.,1,Little,female_Adult
360,0,3,male,3.32862668882732,S,N,Adult,D,0,2.396079697380563,Mr.,6,High,male_Adult
361,0,2,male,3.32218303393412,C,N,Adult,S,0,2.8310588265196923,Mr.,2,Little,male_Adult
362,0,3,female,2.6709850297651974,C,N,Adult,D,0,2.396079697380563,Mrs.,2,Little,female_Adult
363,0,3,male,1.9530276168241774,S,N,Adult,S,0,2.396079697380563,Mr.,1,Little,male_Adult
364,0,3,male,2.740840023925201,Q,N,Adult,D,0,2.396079697380563,Mr.,2,Little,male_Adult
365,0,3,male,1.9810014688665833,S,N,Adult,C,0,2.396079697380563,Mr.,1,Little,male_Adult
366,1,1,female,4.3208159036289855,C,D,Adult,D,0,4.078828900431776,Mrs.,2,Little,female_Adult
367,1,3,female,1.9781283799793465,C,N,Adult,D,0,2.396079697380563,Mrs.,1,Little,female_Adult
368,1,3,female,2.0476928433652555,Q,N,Adult,D,0,2.396079697380563,Miss.,1,Little,female_Adult
369,1,1,female,4.238444906195857,C,B,Adult,P,0,4.078828900431776,Others,1,Little,female_Adult
370,1,1,male,4.015332018192187,C,E,Adult,D,0,4.078828900431776,Mr.,2,Little,male_Adult
371,0,3,male,1.8711558142080713,S,N,Teen,D,0,2.396079697380563,Mr.,2,Little,male_Teen
372,0,3,male,2.0856720914304723,S,N,Teen,D,0,2.396079697380563,Mr.,1,Little,male_Teen
373,0,1,male,4.909954920578875,C,N,Adult,P,0,4.078828900431776,Mr.,1,Little,male_Adult
374,0,3,female,3.048087503887919,S,N,Child,D,0,2.396079697380563,Miss.,5,Moderate,female_Child
375,1,1,female,4.408800007809053,C,N,Adult,P,0,4.078828900431776,Mrs.,2,Little,female_Adult
376,1,3,female,1.9810014688665833,S,N,Adult,C,0,2.396079697380563,Miss.,1,Little,female_Adult
377,0,1,male,5.354224998486333,C,C,Adult,D,0,4.078828900431776,Mr.,3,Moderate,male_Adult
378,0,3,male,1.3894144884561344,C,N,Teen,D,0,2.396079697380563,Mr.,1,Little,male_Teen
379,0,3,male,2.0509134580652977,S,N,Teen,D,0,2.396079697380563,Mr.,1,Little,male_Teen
380,1,1,female,5.427260122463419,C,N,Adult,P,0,4.078828900431776,Miss.,1,Little,female_Adult
381,1,3,female,2.7563132422397203,C,N,Child,D,0,2.396079697380563,Miss.,3,Moderate,female_Child
382,0,3,male,2.0700223197633445,S,N,Adult,S,0,2.396079697380563,Mr.,1,Little,male_Adult
383,1,1,female,3.9512437185814275,S,N,Adult,D,0,4.078828900431776,Mrs.,2,Little,female_Adult
384,0,3,male,2.0663309725297405,S,N,Adult,D,0,2.396079697380563,Mr.,1,Little,male_Adult
385,0,2,male,4.297285406218791,S,N,Teen,S,0,2.8310588265196923,Mr.,1,Little,male_Teen
386,0,3,male,3.8480176754522337,S,N,Child,C,0,2.396079697380563,Master.,8,High,male_Child
387,1,2,female,2.5649493574615367,S,N,Adult,D,0,2.8310588265196923,Miss.,1,Little,female_Adult
388,0,3,male,2.0450053643587083,Q,N,Adult,D,0,2.396079697380563,Mr.,1,Little,male_Adult
389,1,2,female,2.4849066497880004,C,N,Teen,S,0,2.8310588265196923,Miss.,1,Little,female_Teen
390,1,1,male,4.787491742782046,S,B,Adult,D,0,4.078828900431776,Mr.,4,Moderate,male_Adult
391,1,3,male,2.0535851271346086,S,N,Adult,D,0,2.396079697380563,Mr.,1,Little,male_Adult
392,0,3,male,2.0700223197633445,S,N,Adult,D,0,2.396079697380563,Mr.,3,Moderate,male_Adult
393,1,1,female,4.729818490553202,C,D,Adult,D,0,4.078828900431776,Miss.,2,Little,female_Adult
394,1,3,female,2.8154087194227095,S,G,Adult,P,0,2.396079697380563,Mrs.,3,Moderate,female_Adult
395,0,3,male,2.0535851271346086,S,N,Adult,D,0,2.396079697380563,Mr.,1,Little,male_Adult
396,0,3,female,2.061048420562944,S,N,Adult,D,0,2.396079697380563,Miss.,1,Little,female_Adult
397,0,2,male,3.258096538021482,S,N,Adult,D,0,2.8310588265196923,Mr.,1,Little,male_Adult
398,0,2,male,2.3513752571634776,S,N,Adult,D,0,2.8310588265196923,Others,1,Little,male_Adult
399,1,2,female,2.5376572151735295,S,N,Adult,D,0,2.8310588265196923,Mrs.,1,Little,female_Adult
400,1,3,male,2.0700223197633445,S,N,Adult,S,0,2.396079697380563,Mr.,1,Little,male_Adult
401,0,3,male,2.0856720914304723,S,N,Adult,D,0,2.396079697380563,Mr.,1,Little,male_Adult
402,0,3,female,2.284930157755325,S,N,Adult,D,0,2.396079697380563,Miss.,2,Little,female_Adult
403,0,3,male,2.7631695003232895,S,N,Adult,S,0,2.396079697380563,Mr.,2,Little,male_Adult
404,0,3,female,2.1590033645160216,S,N,Teen,D,0,2.396079697380563,Miss.,1,Little,female_Teen
405,0,2,male,3.044522437723423,S,N,Adult,D,0,2.8310588265196923,Mr.,2,Little,male_Adult
406,0,3,male,2.0476928433652555,S,N,Adult,D,0,2.396079697380563,Mr.,1,Little,male_Adult
407,1,2,male,2.9311937524164198,S,N,Child,D,0,2.8310588265196923,Master.,3,Moderate,male_Child
408,0,3,male,2.0509134580652977,S,N,Adult,D,0,2.396079697380563,Mr.,1,Little,male_Adult
409,0,3,female,3.237371716404032,S,N,Adult,D,0,2.396079697380563,Miss.,5,Moderate,female_Adult
410,0,3,male,2.0663309725297405,S,N,Adult,D,0,2.396079697380563,Mr.,1,Little,male_Adult
411,0,3,male,1.925459597615898,Q,N,Adult,D,0,2.396079697380563,Mr.,1,Little,male_Adult
412,1,1,female,4.499809670330265,Q,C,Adult,D,0,4.078828900431776,Miss.,2,Little,female_Adult
413,0,2,male,0.0,S,N,Adult,D,1,2.8310588265196923,Mr.,1,Little,male_Adult
414,1,3,male,2.0700223197633445,S,N,Adult,S,0,2.396079697380563,Mr.,1,Little,male_Adult
415,0,3,female,2.0856720914304723,S,N,Adult,D,0,2.396079697380563,Mrs.,1,Little,female_Adult
416,1,2,female,3.481240089335692,S,N,Adult,D,0,2.8310588265196923,Mrs.,3,Moderate,female_Adult
417,1,2,female,2.5649493574615367,S,N,Teen,D,0,2.8310588265196923,Miss.,3,Moderate,female_Teen
418,0,2,male,2.5649493574615367,S,N,Adult,D,0,2.8310588265196923,Mr.,1,Little,male_Adult
419,0,3,female,3.184284380098582,S,N,Child,D,0,2.396079697380563,Miss.,3,Moderate,female_Child
420,0,3,male,2.0663309725297405,C,N,Adult,D,0,2.396079697380563,Mr.,1,Little,male_Adult
421,0,3,male,2.0455356796500372,Q,N,Adult,A,0,2.396079697380563,Mr.,1,Little,male_Adult
422,0,3,male,2.063693184711697,S,N,Adult,D,0,2.396079697380563,Mr.,1,Little,male_Adult
423,0,3,female,2.667228206581955,S,N,Adult,D,0,2.396079697380563,Mrs.,3,Moderate,female_Adult
424,0,3,male,3.006301224903225,S,N,Teen,D,0,2.396079697380563,Mr.,3,Moderate,male_Teen
425,0,3,male,1.9810014688665833,S,N,Adult,A,0,2.396079697380563,Mr.,1,Little,male_Adult
426,1,2,female,3.258096538021482,S,N,Adult,D,0,2.8310588265196923,Mrs.,2,Little,female_Adult
427,1,2,female,3.258096538021482,S,N,Teen,D,0,2.8310588265196923,Miss.,1,Little,female_Teen
428,0,3,male,2.0476928433652555,Q,N,Adult,D,0,2.396079697380563,Mr.,1,Little,male_Adult
429,1,3,male,2.0856720914304723,S,E,Adult,S,0,2.396079697380563,Mr.,1,Little,male_Adult
430,1,1,male,3.279029747687948,S,C,Adult,D,0,4.078828900431776,Mr.,1,Little,male_Adult
431,1,3,female,2.7788192719904172,S,N,Adult,D,0,2.396079697380563,Mrs.,2,Little,female_Adult
432,1,2,female,3.258096538021482,S,N,Adult,S,0,2.8310588265196923,Mrs.,2,Little,female_Adult
433,0,3,male,1.9636097261547143,S,N,Teen,S,0,2.396079697380563,Mr.,1,Little,male_Teen
434,0,1,male,4.023564380161053,S,E,Adult,D,0,4.078828900431776,Mr.,2,Little,male_Adult
435,1,1,female,4.787491742782046,S,B,Teen,D,0,4.078828900431776,Miss.,4,Moderate,female_Teen
436,0,3,female,3.5373295559867355,S,N,Adult,W,0,2.396079697380563,Miss.,5,Moderate,female_Adult
437,1,2,female,2.9311937524164198,S,N,Adult,D,0,2.8310588265196923,Mrs.,6,High,female_Adult
438,0,1,male,5.572154032177765,S,C,Adult,D,0,4.078828900431776,Mr.,6,High,male_Adult
439,0,2,male,2.3513752571634776,S,N,Adult,C,0,2.8310588265196923,Mr.,1,Little,male_Adult
440,1,2,female,3.2676659890376327,S,N,Adult,F,0,2.8310588265196923,Mrs.,3,Moderate,female_Adult
441,0,3,male,2.2512917986064953,S,N,Teen,D,0,2.396079697380563,Mr.,1,Little,male_Teen
442,0,3,male,2.0509134580652977,S,N,Adult,D,0,2.396079697380563,Mr.,2,Little,male_Adult
443,1,2,female,2.5649493574615367,S,N,Adult,D,0,2.8310588265196923,Others,1,Little,female_Adult
444,1,3,male,2.0934060820302083,S,N,Adult,D,0,2.396079697380563,Mr.,1,Little,male_Adult
445,1,1,male,4.404989703685167,S,A,Child,D,0,4.078828900431776,Master.,3,Moderate,male_Child
446,1,2,female,2.970414465569701,S,N,Child,D,0,2.8310588265196923,Miss.,2,Little,female_Child
447,1,1,male,3.279029747687948,S,N,Adult,D,0,4.078828900431776,Mr.,1,Little,male_Adult
448,1,3,female,2.957942136638392,C,N,Child,D,0,2.396079697380563,Miss.,4,Moderate,female_Child
449,1,1,male,3.417726683613366,S,C,Adult,D,0,4.078828900431776,Others,1,Little,male_Adult
450,0,2,male,3.3232358401924436,S,N,Adult,C,0,2.8310588265196923,Mr.,4,Moderate,male_Adult
451,0,3,male,2.9940658859009823,S,N,Adult,D,0,2.396079697380563,Mr.,2,Little,male_Adult
452,0,1,male,3.3232358401924436,C,C,Adult,D,0,4.078828900431776,Mr.,1,Little,male_Adult
453,1,1,male,4.489806471412939,C,C,Adult,D,0,4.078828900431776,Mr.,2,Little,male_Adult
454,0,3,male,2.0856720914304723,S,N,Adult,A,0,2.396079697380563,Mr.,1,Little,male_Adult
455,1,3,male,2.0663309725297405,C,N,Adult,D,0,2.396079697380563,Mr.,1,Little,male_Adult
456,0,1,male,3.279029747687948,S,E,Adult,D,0,4.078828900431776,Mr.,1,Little,male_Adult
457,1,1,female,3.948595985658986,S,D,Adult,D,0,4.078828900431776,Mrs.,2,Little,female_Adult
458,1,2,female,2.3513752571634776,S,N,Adult,F,0,2.8310588265196923,Miss.,1,Little,female_Adult
459,0,3,male,2.0476928433652555,Q,N,Adult,D,0,2.396079697380563,Mr.,1,Little,male_Adult
460,1,1,male,3.279029747687948,S,E,Adult,D,0,4.078828900431776,Mr.,1,Little,male_Adult
461,0,3,male,2.0856720914304723,S,N,Adult,D,0,2.396079697380563,Mr.,1,Little,male_Adult
462,0,1,male,3.6506582412937387,S,E,Adult,D,0,4.078828900431776,Mr.,1,Little,male_Adult
463,0,2,male,2.5649493574615367,S,N,Adult,D,0,2.8310588265196923,Mr.,1,Little,male_Adult
464,0,3,male,2.0856720914304723,S,N,Adult,A,0,2.396079697380563,Mr.,1,Little,male_Adult
465,0,3,male,1.9530276168241774,S,N,Adult,S,0,2.396079697380563,Mr.,1,Little,male_Adult
466,0,2,male,0.0,S,N,Adult,D,1,2.8310588265196923,Mr.,1,Little,male_Adult
467,0,1,male,3.279029747687948,S,N,Adult,D,0,4.078828900431776,Mr.,1,Little,male_Adult
468,0,3,male,2.044461822783809,Q,N,Adult,D,0,2.396079697380563,Mr.,1,Little,male_Adult
469,1,3,female,2.957942136638392,C,N,Child,D,0,2.396079697380563,Miss.,4,Moderate,female_Child
470,0,3,male,1.9810014688665833,S,N,Adult,D,0,2.396079697380563,Mr.,1,Little,male_Adult
471,0,3,male,2.1590033645160216,S,N,Adult,D,0,2.396079697380563,Mr.,1,Little,male_Adult
472,1,2,female,3.3232358401924436,S,N,Adult,C,0,2.8310588265196923,Mrs.,4,Moderate,female_Adult
473,1,2,female,2.6240669619446257,C,D,Adult,S,0,2.8310588265196923,Mrs.,1,Little,female_Adult
474,0,3,female,2.2862016137435215,S,N,Adult,D,0,2.396079697380563,Miss.,1,Little,female_Adult
475,0,1,male,3.9512437185814275,S,A,Adult,D,0,4.078828900431776,Mr.,1,Little,male_Adult
476,0,2,male,3.044522437723423,S,N,Adult,D,0,2.8310588265196923,Mr.,2,Little,male_Adult
477,0,3,male,1.9524316946169533,S,N,Adult,D,0,2.396079697380563,Mr.,2,Little,male_Adult
478,0,3,male,2.017672515282204,S,N,Adult,D,0,2.396079697380563,Mr.,1,Little,male_Adult
479,1,3,female,2.5085824854732848,S,N,Child,D,0,2.396079697380563,Miss.,2,Little,female_Child
480,0,3,male,3.8480176754522337,S,N,Child,C,0,2.396079697380563,Master.,8,High,male_Child
481,0,2,male,0.0,S,N,Adult,D,1,2.8310588265196923,Mr.,1,Little,male_Adult
482,0,3,male,2.0856720914304723,S,N,Adult,A,0,2.396079697380563,Mr.,1,Little,male_Adult
483,1,3,female,2.260460166693375,S,N,Adult,D,0,2.396079697380563,Mrs.,1,Little,female_Adult
484,1,1,male,4.51172945766992,C,B,Adult,D,0,4.078828900431776,Mr.,2,Little,male_Adult
485,0,3,female,3.237371716404032,S,N,Adult,D,0,2.396079697380563,Miss.,5,Moderate,female_Adult
486,1,1,female,4.499809670330265,S,C,Adult,D,0,4.078828900431776,Mrs.,2,Little,female_Adult
487,0,1,male,3.391147045808654,C,B,Adult,D,0,4.078828900431776,Mr.,1,Little,male_Adult
488,0,3,male,2.0856720914304723,S,N,Adult,A,0,2.396079697380563,Mr.,1,Little,male_Adult
489,1,3,male,2.766319109226186,S,N,Child,C,0,2.396079697380563,Master.,3,Moderate,male_Child
490,0,3,male,2.9940658859009823,S,N,Adult,D,0,2.396079697380563,Mr.,2,Little,male_Adult
491,0,3,male,1.9810014688665833,S,N,Adult,S,0,2.396079697380563,Mr.,1,Little,male_Adult
492,0,1,male,3.417726683613366,S,C,Adult,D,0,4.078828900431776,Mr.,1,Little,male_Adult
493,0,1,male,3.902057514460064,C,N,Adult,P,0,4.078828900431776,Mr.,1,Little,male_Adult
494,0,3,male,2.0856720914304723,S,N,Adult,A,0,2.396079697380563,Mr.,1,Little,male_Adult
495,0,3,male,2.671268644120752,C,N,Adult,D,0,2.396079697380563,Mr.,1,Little,male_Adult
496,1,1,female,4.3601222251801195,C,D,Adult,D,0,4.078828900431776,Miss.,2,Little,female_Adult
497,0,3,male,2.714694743820879,S,N,Adult,C,0,2.396079697380563,Mr.,1,Little,male_Adult
498,0,1,female,5.020915603503812,S,C,Adult,D,0,4.078828900431776,Mrs.,4,Moderate,female_Adult
499,0,3,male,2.0535851271346086,S,N,Adult,D,0,2.396079697380563,Mr.,1,Little,male_Adult
500,0,3,male,2.1590033645160216,S,N,Teen,D,0,2.396079697380563,Mr.,1,Little,male_Teen
501,0,3,female,2.0476928433652555,Q,N,Adult,D,0,2.396079697380563,Miss.,1,Little,female_Adult
502,0,3,female,2.0319829905201345,Q,N,Adult,D,0,2.396079697380563,Miss.,1,Little,female_Adult
503,0,3,female,2.260460166693375,S,N,Adult,D,0,2.396079697380563,Miss.,1,Little,female_Adult
504,1,1,female,4.460144413937834,S,B,Teen,D,0,4.078828900431776,Miss.,1,Little,female_Teen
505,0,1,male,4.690430029938915,C,C,Teen,P,0,4.078828900431776,Mr.,2,Little,male_Teen
506,1,2,female,3.258096538021482,S,N,Adult,D,0,2.8310588265196923,Mrs.,3,Moderate,female_Adult
507,1,1,male,3.279029747687948,S,N,Adult,D,0,4.078828900431776,Mr.,1,Little,male_Adult
508,0,3,male,3.1146258034944014,S,N,Adult,C,0,2.396079697380563,Mr.,1,Little,male_Adult
509,1,3,male,4.034166299106131,S,N,Adult,D,0,2.396079697380563,Mr.,1,Little,male_Adult
510,1,3,male,2.0476928433652555,Q,N,Adult,D,0,2.396079697380563,Mr.,1,Little,male_Adult
511,0,3,male,2.0856720914304723,S,N,Adult,S,0,2.396079697380563,Mr.,1,Little,male_Adult
512,1,1,male,3.2690935410288184,S,E,Adult,P,0,4.078828900431776,Mr.,1,Little,male_Adult
513,1,1,female,4.084294226368599,C,N,Adult,P,0,4.078828900431776,Others,2,Little,female_Adult
514,0,3,male,2.0143428636837015,S,N,Adult,D,0,2.396079697380563,Mr.,1,Little,male_Adult
515,0,1,male,3.5269721022703,S,D,Adult,D,0,4.078828900431776,Mr.,1,Little,male_Adult
516,1,2,female,2.3513752571634776,S,F,Adult,C,0,2.8310588265196923,Mrs.,1,Little,female_Adult
517,0,3,male,3.184284380098582,Q,N,Adult,D,0,2.396079697380563,Mr.,1,Little,male_Adult
518,1,2,female,3.258096538021482,S,N,Adult,D,0,2.8310588265196923,Mrs.,2,Little,female_Adult
519,0,3,male,2.0663309725297405,S,N,Adult,D,0,2.396079697380563,Mr.,1,Little,male_Adult
520,1,1,female,4.537961436294641,S,B,Adult,D,0,4.078828900431776,Miss.,1,Little,female_Adult
521,0,3,male,2.0663309725297405,S,N,Adult,D,0,2.396079697380563,Mr.,1,Little,male_Adult
522,0,3,male,1.9775472339984959,C,N,Adult,D,0,2.396079697380563,Mr.,1,Little,male_Adult
523,1,1,female,4.0600843255369865,C,B,Adult,D,0,4.078828900431776,Mrs.,2,Little,female_Adult
